player,team,pos
Aaron Rodgers,NYJ,QB
Marcedes Lewis,CHI,TE
Josh Johnson,BAL,QB
Matthew Stafford,LAR,QB
Kirk Cousins,ATL,QB
Russell Wilson,PIT,QB
Travis Kelce,KC,TE
Adam Thielen,CAR,WR
Geno Smith,SEA,QB
Zach Ertz,WAS,TE
Cordarrelle Patterson,PIT,RB
Kyle Juszczyk,SF,RB
Michael Burton,DEN,RB
MyCole Pruitt,PIT,TE
Raheem Mostert,MIA,RB
Chris Manhertz,NYG,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
Eric Tomlinson,LAC,TE
Keenan Allen,CHI,WR
DeAndre Hopkins,KC,WR
Tyler Lockett,SEA,WR
Chris Conley,SF,WR
Davante Adams,NYJ,WR
Carson Wentz,KC,QB
C J Uzomah,PHI,TE
Sterling Shepard,TB,WR
Nick Vannett,TEN,TE
Taylor Heinicke,LAC,QB
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Jamison Crowder,WAS,WR
Cooper Kupp,LAR,WR
C J Ham,MIN,RB
Mike Evans,TB,WR
Allen Robinson,DET,WR
Mack Hollins,BUF,WR
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
Cooper Rush,DAL,QB
Tim Patrick,DET,WR
Derrick Henry,BAL,RB
Jameis Winston,CLE,QB
Tyreek Hill,MIA,WR
Pharaoh Brown,SEA,TE
Dare Ogunbowale,HOU,RB
Eric Saubert,SF,TE
Patrick Ricard,BAL,RB
Amari Cooper,BUF,WR
Gerald Everett,CHI,TE
Demarcus Robinson,LAR,WR
Tim Boyle,NYG,QB
Mike Williams,PIT,WR
Marquez Valdes Scantling,NO,WR
Jared Goff,DET,QB
Austin Hooper,NE,TE
River Cracraft,MIA,WR
Tanner Hudson,CIN,TE
Tyler Boyd,TEN,WR
Johnny Mundt,MIN,TE
Aaron Jones,MIN,RB
Hunter Henry,NE,TE
Zach Pascal,ARI,WR
Calvin Ridley,TEN,WR
KhaDarel Hodge,ATL,WR
David Moore,CAR,WR
Ross Dwelley,ATL,TE
Josh Reynolds,JAC,WR
Anthony Firkser,KC,TE
Zay Jones,ARI,WR
Jamaal Williams,NO,RB
Gus Edwards,LAC,RB
Baker Mayfield,TB,QB
James Conner,ARI,RB
Mike Boone,CAR,RB
Mason Rudolph,TEN,QB
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Kendrick Bourne,NE,WR
Kareem Hunt,KC,RB
Durham Smythe,MIA,TE
Jonnu Smith,MIA,TE
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Terry McLaurin,WAS,WR
Samaje Perine,KC,RB
Patrick Mahomes,KC,QB
Mike Gesicki,CIN,TE
Courtland Sutton,DEN,WR
Dante Pettis,NO,WR
Cedrick Wilson,NO,WR
Allen Lazard,NYJ,WR
Jeremy McNichols,WAS,RB
Nick Chubb,CLE,RB
Deebo Samuel,SF,WR
Trent Sherfield,MIN,WR
Justin Watson,KC,WR
Drew Sample,CIN,TE
Josh Allen,BUF,QB
Craig Reynolds,DET,RB
Khari Blasingame,PHI,RB
Alec Ingold,MIA,RB
Dalton Schultz,HOU,TE
Joe Mixon,HOU,RB
Van Jefferson,PIT,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,BUF,WR
Jamycal Hasty,NE,RB
Juwan Johnson,NO,TE
James Proche,CLE,WR
D J Chark,LAC,WR
Ray Ray McCloud,ATL,WR
Jakobi Meyers,LV,WR
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
JuJu Smith Schuster,KC,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Maurice Alexander,DET,WR
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Saquon Barkley,PHI,RB
Josiah Deguara,JAC,TE
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
D J Moore,CHI,WR
Tony Pollard,TEN,RB
Foster Moreau,NO,TE
Ke Shawn Vaughn,SF,RB
Velus Jones,CAR,WR
Sam Darnold,MIN,QB
David Montgomery,DET,RB
Ben Skowronek,PIT,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Olamide Zaccheaus,WAS,WR
Scott Miller,PIT,WR
Kyler Murray,ARI,QB
Reggie Gilliam,BUF,RB
Devin Singletary,NYG,RB
Devin Duvernay,JAC,WR
Ty Johnson,BUF,RB
Collin Johnson,CHI,WR
Xavier Smith,LAR,WR
Michael Pittman,IND,WR
Luke Farrell,JAC,TE
Charlie Woerner,ATL,TE
Trayveon Williams,CIN,RB
Darnell Mooney,ATL,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Devaughn Vele,DEN,WR
D K Metcalf,SEA,WR
Feleipe Franks,CAR,TE
Ko Kieft,TB,TE
Josh Jacobs,GB,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Kyle Trask,TB,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Kylen Granson,IND,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CIN,RB
Harrison Bryant,LV,TE
Patrick Taylor,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Rico Dowdle,DAL,RB
Alexander Mattison,LV,RB
Antonio Gibson,NE,RB
Darrynton Evans,CHI,RB
Lucas Krull,DEN,TE
Avery Williams,ATL,RB
Drew Ogletree,IND,TE
Jake Bobo,SEA,WR
Travis Homer,CHI,RB
Tommy DeVito,NYG,QB
Jalen Hurts,PHI,QB
Irv Smith,HOU,TE
Hunter Long,LAR,TE
Tyler Johnson,LAR,WR
Mason Kinsey,TEN,WR
Mac Jones,JAC,QB
DeeJay Dallas,ARI,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Laviska Shenault,LAC,WR
Pat Freiermuth,PIT,TE
Kenny Yeboah,NYJ,TE
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
E J Jenkins,PHI,TE
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Brandon Smith,NYJ,WR
Pierre Strong,CLE,RB
Colby Parkinson,LAR,TE
Rachaad White,TB,RB
D Andre Swift,CHI,RB
Jaelon Darden,SEA,WR
Jake Ferguson,DAL,TE
Tee Higgins,CIN,WR
Tucker Fisk,LAC,TE
Jonathan Taylor,IND,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Jalen Tolbert,DAL,WR
Jalen Nailor,MIN,WR
Isiah Pacheco,KC,RB
Justin Fields,PIT,QB
Cole Kmet,CHI,TE
Princeton Fant,DAL,TE
Kenneth Gainwell,PHI,RB
Jake Haener,NO,QB
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Clayton Tune,ARI,QB
Calvin Austin,PIT,WR
CeeDee Lamb,DAL,WR
Cade Otton,TB,TE
Jerry Jeudy,CLE,WR
Noah Gray,KC,TE
Emanuel Wilson,GB,RB
Christian Watson,GB,WR
Tylan Wallace,BAL,WR
Bo Melton,GB,WR
Dareke Young,SEA,WR
Zack Kuntz,NYJ,TE
Jack Westover,NE,TE
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Cam Akers,MIN,RB
Will Mallory,IND,TE
Will Levis,TEN,QB
Nate Adkins,DEN,TE
Jake Tonges,SF,TE
Ihmir Smith Marsette,NYG,WR
Desmond Ridder,LV,QB
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Jerome Ford,CLE,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Amon Ra St Brown,DET,WR
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Nikko Remigio,KC,WR
Ray Davis,BUF,RB
Dorian Thompson Robinson,CLE,QB
Brayden Willis,SF,TE
Trey McBride,ARI,TE
Tyrone Tracy,NYG,RB
Hassan Haskins,LAC,RB
Rashod Bateman,BAL,WR
Dylan Laube,LV,RB
George Holani,SEA,RB
Deven Thompkins,CAR,WR
David Martin Robinson,TEN,TE
Brevyn Spann Ford,DAL,TE
Brock Purdy,SF,QB
Chris Brooks,GB,RB
Khalil Shakir,BUF,WR
Keilan Robinson,JAC,RB
Dameon Pierce,HOU,RB
Ryan Miller,TB,WR
Michael Wilson,ARI,WR
Bo Nix,DEN,QB
Hunter Luepke,DAL,RB
Ja Marr Chase,CIN,WR
Kenny McIntosh,SEA,RB
John FitzPatrick,GB,TE
Bryce Ford Wheaton,NYG,WR
Michael Woods,CLE,WR
Chase Brown,CIN,RB
Jahan Dotson,PHI,WR
Blake Whiteheart,CLE,TE
Greg Dulcich,NYG,TE
Elijah Moore,CLE,WR
Kevin Austin,NO,WR
Dallin Holker,NO,TE
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Justin Shorter,LV,TE
Isaiah Likely,BAL,TE
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Jalen Brooks,DAL,WR
Ben Sims,GB,TE
Bryce Oliver,TEN,WR
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Tyson Bagent,CHI,QB
Terrace Marshall,LV,WR
Payne Durham,TB,TE
Scott Matlock,LAC,FB/DL
Isaac Guerendo,SF,RB
Julian Hill,MIA,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Kyren Williams,LAR,RB
Sincere McCormick,LV,RB
Derius Davis,LAC,WR
Zay Flowers,BAL,WR
Ricky Pearsall,SF,WR
Ramel Keyton,LV,WR
Jaleel McLaughlin,DEN,RB
Sam Howell,SEA,QB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Spencer Rattler,NO,QB
Jordan Whittington,LAR,WR
Kyle Pitts,ATL,TE
Julius Chestnut,TEN,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Tyler Goodson,IND,RB
Cam Grandy,CIN,TE
Blake Corum,LAR,RB
Demario Douglas,NE,WR
Jayden Daniels,WAS,QB
Jamari Thrash,CLE,WR
Brenton Strange,JAC,TE
Malik Washington,MIA,WR
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Rakim Jarrett,TB,WR
Xavier Legette,CAR,WR
Isaiah Williams,CIN,WR
Davis Allen,LAR,TE
Jacob Cowing,SF,WR
Rasheen Ali,BAL,RB
Tre Tucker,LV,WR
Xavier Gipson,NYJ,WR
Jameson Williams,DET,WR
Luke McCaffrey,WAS,WR
Trey Palmer,TB,WR
Johnny Wilson,PHI,WR
Anthony Gould,IND,WR
Jonathan Mingo,DAL,WR
Breece Hall,NYJ,RB
Puka Nacua,LAR,WR
Jaheim Bell,NE,TE
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Devontez Walker,BAL,WR
Grant Dubose,MIA,WR
Jermaine Burton,CIN,WR
Michael Mayer,LV,TE
Drake London,ATL,WR
Bryce Young,CAR,QB
Sione Vaki,DET,RB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Kimani Vidal,LAC,RB
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Tip Reiman,ARI,TE
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
De Von Achane,MIA,RB
Sean Tucker,TB,RB
Jalen Coker,CAR,WR
Ladd McConkey,LAC,WR
Caleb Williams,CHI,QB
Jalen McMillan,TB,WR
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Isaiah Davis,NYJ,RB
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Parker Washington,JAC,WR
Ja Lynn Polk,NE,WR
AJ Barner,SEA,TE
Kayshon Boutte,NE,WR
Anthony Richardson,IND,QB
Rome Odunze,CHI,WR
Kendre Miller,NO,RB
Ben Sinnott,WAS,TE
Marvin Harrison,ARI,WR
Bucky Irving,TB,RB
Will Shipley,PHI,RB
Drake Maye,NE,QB
Adonai Mitchell,IND,WR
Brian Thomas,JAC,WR
Carson Steele,KC,RB
Brock Bowers,LV,TE
Troy Franklin,DEN,WR
Ja Tavion Sanders,CAR,TE
Jaylen Wright,MIA,RB
Xavier Worthy,KC,WR
Keon Coleman,BUF,WR
Trey Benson,ARI,RB
Malik Nabers,NYG,WR
Audric Estime,DEN,RB
Braelon Allen,NYJ,RB
