Rk,Player,Off%,Att,Att,Tgt,2PM,Fmb,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
65,J.D. McKissic,40.3,0,3,3,1,0,Sun,1,1,2022-09-11,29-027,WAS,,JAX,W 28-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,3,8,2.7,0,1,33.3,3,3,20,6.7,0,100.0,6.7,1,33.3,0,0,0,,0,0,,1,0,2,0,0,0,0,0,31,40.3,0,0.0,0,0.0,RB,McKiJ.00
66,Mike Evans,72.6,0,0,7,0,0,Sun,1,1,2022-09-11,29-021,TAM,@,DAL,W 19-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,5,71,14.2,1,71.4,10.1,5,71.4,1,0,0,,0,0,,0,0,6,0,0,0,0,0,45,72.6,0,0.0,0,0.0,WR,EvanMi00
67,Hayden Hurst,75.0,0,0,8,0,0,Sun,1,1,2022-09-11,29-018,CIN,,PIT,L 20-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,46,9.2,0,62.5,5.8,3,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,75,75.0,0,0.0,4,12.5,TE,HursHa00
68,Allen Robinson,97.0,0,0,2,0,0,Thu,1,1,2022-09-08,29-015,LAR,,BUF,L 10-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,1,12,12.0,0,50.0,6.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,65,97.0,0,0.0,0,0.0,WR,RobiAl02
69,Breshad Perriman,41.9,0,1,3,0,0,Sun,1,1,2022-09-11,29-001,TAM,@,DAL,W 19-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-7,-7.0,0,,0.0,3,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,26,41.9,0,0.0,4,16.7,WR,PerrBr02
70,Mack Hollins,87.9,0,0,1,0,0,Sun,1,1,2022-09-11,28-360,LVR,@,LAC,L 19-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,16,16.0,0,100.0,16.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,51,87.9,0,0.0,6,25.0,WR,HollMa00
71,Geoff Swaim,69.2,0,0,4,0,0,Sun,1,1,2022-09-11,28-360,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,19,6.3,0,75.0,4.8,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,45,69.2,0,0.0,13,46.4,TE,SwaiGe00
72,Mo Alie-Cox,54.3,0,0,2,0,0,Sun,1,1,2022-09-11,28-357,IND,@,HOU,T 20-20 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,26,13.0,0,100.0,13.0,2,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,54.3,0,0.0,5,15.6,TE,AlieMo00
73,Brandin Cooks,91.4,0,0,12,0,0,Sun,1,1,2022-09-11,28-351,HOU,,IND,T 20-20 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,7,82,11.7,0,58.3,6.8,4,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,91.4,0,0.0,0,0.0,WR,CookBr00
74,Marcus Mariota,100.0,33,12,0,0,2,Sun,1,1,2022-09-11,28-316,ATL,,NOR,L 26-27,20,33,13,60.6,215,0,0,0,0.0,0.0,79.7,0,0,0.00,6.5,6.52,6.52,10.8,48.5,12,72,6.0,1,3,75.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,2,1,0,0,0,75,100.0,0,0.0,0,0.0,QB,MariMa01
75,Kenny Golladay,76.7,0,0,2,0,0,Sun,1,1,2022-09-11,28-312,NYG,@,TEN,W 21-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,22,11.0,0,100.0,11.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,76.7,0,0.0,0,0.0,WR,GollKe00
76,Byron Pringle,17.2,0,0,2,0,0,Sun,1,1,2022-09-11,28-298,CHI,,SFO,W 19-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,22,22.0,0,50.0,11.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,17.2,0,0.0,0,0.0,WR,PrinBy00
77,Cody Hollister,12.3,0,0,1,0,0,Sun,1,1,2022-09-11,28-297,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,22,22.0,0,100.0,22.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,12.3,0,0.0,12,42.9,WR,HollCo00
78,Cooper Rush,23.2,13,0,0,0,0,Sun,1,1,2022-09-11,28-294,DAL,,TAM,L 3-19,7,13,6,53.8,64,0,0,0,0.0,0.0,67.5,2,12,13.33,4.9,4.92,3.47,9.1,20.0,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,23.2,0,0.0,0,0.0,QB,RushCo00
79,Stefon Diggs,64.4,0,0,9,0,0,Thu,1,1,2022-09-08,28-283,BUF,@,LAR,W 31-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,8,122,15.3,1,88.9,13.6,5,77.8,1,0,0,,0,0,,0,0,6,0,0,0,0,0,38,64.4,0,0.0,0,0.0,WR,DiggSt00
80,Derrick Henry,67.7,0,21,1,0,1,Sun,1,1,2022-09-11,28-250,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,21,82,3.9,0,1,47.6,1,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,1,1,0,0,0,44,67.7,0,0.0,0,0.0,RB,HenrDe00
81,Jameis Winston,100.0,34,2,0,0,0,Sun,1,1,2022-09-11,28-248,NOR,@,ATL,W 27-26,23,34,11,67.6,269,2,0,0,5.9,0.0,111.0,4,35,10.53,7.9,9.09,7.21,11.7,47.4,2,9,4.5,0,0,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0,QB,WinsJa00
82,Kenyan Drake,58.9,0,11,1,0,0,Sun,1,1,2022-09-11,28-228,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,11,31,2.8,0,1,36.4,1,1,15,15.0,0,100.0,15.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,33,58.9,0,0.0,0,0.0,RB,DrakKe00
83,Jonathan Williams,1.3,0,0,0,0,0,Sun,1,1,2022-09-11,28-221,WAS,,JAX,W 28-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1,1.3,0,0.0,12,50.0,RB,WillJo07
84,Tyreek Hill,66.7,0,1,12,0,1,Sun,1,1,2022-09-11,28-194,MIA,,NWE,W 20-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,6,6.0,0,0,100.0,12,8,94,11.8,0,66.7,7.8,5,58.3,0,0,0,,0,0,,0,0,0,1,0,0,0,0,40,66.7,0,0.0,0,0.0,WR,HillTy00
85,Eric Saubert,27.3,0,0,1,0,0,Mon,1,1,2022-09-12,28-134,DEN,@,SEA,L 16-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,27.3,0,0.0,14,73.7,TE,SaubEr00
86,Trent Taylor,14.0,0,0,0,0,0,Sun,1,1,2022-09-11,28-134,CIN,,PIT,L 20-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,14,14.0,0,0.0,8,25.0,WR,TaylTr02
87,Robert Tonyan,36.1,0,0,5,0,0,Sun,1,1,2022-09-11,28-134,GNB,@,MIN,L 7-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,36,12.0,0,60.0,7.2,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,22,36.1,0,0.0,0,0.0,TE,TonyRo00
88,Pharaoh Brown,65.7,0,0,1,0,0,Sun,1,1,2022-09-11,28-130,HOU,,IND,T 20-20 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,17,17.0,0,100.0,17.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,65.7,0,0.0,4,12.5,TE,BrowPh01
89,Patrick Ricard,64.3,0,0,1,0,0,Sun,1,1,2022-09-11,28-107,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,7,7.0,0,100.0,7.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,36,64.3,0,0.0,2,7.4,FB,RicaPa00
90,Amari Cooper,82.5,0,0,6,0,0,Sun,1,1,2022-09-11,28-086,CLE,@,CAR,W 26-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,6,3,17,5.7,0,50.0,2.8,,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,66,82.5,0,0.0,0,0.0,WR,CoopAm00
91,Gerald Everett,65.7,0,0,4,0,0,Sun,1,1,2022-09-11,28-078,LAC,,LVR,W 24-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,54,18.0,1,75.0,13.5,2,75.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,44,65.7,0,0.0,0,0.0,TE,EverGe00
92,Kalif Raymond,11.6,0,0,2,0,0,Sun,1,1,2022-09-11,28-034,DET,,PHI,L 35-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,11.6,0,0.0,3,9.7,WR,RaymKa00
93,Mike Thomas,69.0,0,0,5,1,0,Sun,1,1,2022-09-11,28-026,CIN,,PIT,L 20-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,5,1,5,5.0,0,20.0,1.0,,0.0,0,0,0,,0,0,,1,0,2,0,0,0,0,0,69,69.0,0,0.0,6,18.8,WR,ThomMi04
94,Mitchell Trubisky,100.0,38,3,0,0,0,Sun,1,1,2022-09-11,28-022,PIT,@,CIN,W 23-20 (OT),21,38,17,55.3,194,1,0,0,2.6,0.0,78.2,1,2,2.56,5.1,5.63,5.44,9.2,33.3,3,9,3.0,0,1,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0,QB,TrubMi00
95,Evan Engram,71.4,0,0,4,0,0,Sun,1,1,2022-09-11,28-009,JAX,@,WAS,L 22-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,4,28,7.0,0,100.0,7.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,71.4,0,0.0,0,0.0,TE,EngrEv00
96,Demarcus Robinson,44.6,0,0,4,0,0,Sun,1,1,2022-09-11,27-355,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,19,9.5,0,50.0,4.8,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,25,44.6,0,0.0,1,3.7,WR,RobiDe01
97,Mike Williams,92.5,0,0,4,0,0,Sun,1,1,2022-09-11,27-342,LAC,,LVR,W 24-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,4,2,10,5.0,0,50.0,2.5,,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,62,92.5,0,0.0,0,0.0,WR,WillMi07
98,Marquez Valdes-Scantling,72.9,0,1,4,0,0,Sun,1,1,2022-09-11,27-336,KAN,@,ARI,W 44-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-3,-3.0,0,0,0.0,4,4,44,11.0,0,100.0,11.0,3,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,51,72.9,0,0.0,0,0.0,WR,ValdMa00
99,Jared Goff,100.0,37,2,0,0,1,Sun,1,1,2022-09-11,27-332,DET,,PHI,L 35-38,21,37,16,56.8,215,2,1,1,5.4,2.7,80.3,1,10,2.63,5.8,5.68,5.26,10.2,39.5,2,9,4.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,6,0,0,69,100.0,0,0.0,0,0.0,QB,GoffJa00
100,Austin Hooper,61.5,0,0,2,0,0,Sun,1,1,2022-09-11,27-317,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,1,6,6.0,0,50.0,3.0,,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,61.5,0,0.0,0,0.0,TE,HoopAu00
101,Tyler Boyd,80.0,0,0,7,0,0,Sun,1,1,2022-09-11,27-300,CIN,,PIT,L 20-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,33,8.3,1,57.1,4.7,3,42.9,1,0,0,,0,0,,0,0,6,0,0,0,0,0,80,80.0,0,0.0,0,0.0,WR,BoydTy00
102,O.J. Howard,17.1,0,0,2,0,0,Sun,1,1,2022-09-11,27-296,HOU,,IND,T 20-20 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,38,19.0,2,100.0,19.0,2,100.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,12,17.1,0,0.0,0,0.0,TE,HowaO.00
103,Johnny Mundt,64.5,0,0,3,0,0,Sun,1,1,2022-09-11,27-292,MIN,,GNB,W 23-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,17,5.7,0,100.0,5.7,1,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,64.5,0,0.0,5,21.7,TE,MundJo00
104,Aaron Jones,60.7,0,5,5,0,0,Sun,1,1,2022-09-11,27-283,GNB,@,MIN,L 7-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,49,9.8,0,3,60.0,5,3,27,9.0,0,60.0,5.4,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,37,60.7,0,0.0,0,0.0,RB,JoneAa00
105,Hunter Henry,77.2,0,0,3,0,0,Sun,1,1,2022-09-11,27-278,NWE,@,MIA,L 7-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,20,10.0,0,66.7,6.7,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,44,77.2,0,0.0,1,5.3,TE,HenrHu00
106,Jakob Johnson,13.8,0,0,1,0,0,Sun,1,1,2022-09-11,27-270,LVR,@,LAC,L 19-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,1,1.0,0,100.0,1.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,13.8,0,0.0,7,29.2,FB,JohnJa12
107,Zach Pascal,22.1,0,0,1,0,0,Sun,1,1,2022-09-11,27-267,PHI,@,DET,W 38-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,7,7.0,0,100.0,7.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,17,22.1,0,0.0,13,41.9,WR,PascZa00
108,Dallas Goedert,92.2,0,0,4,0,0,Sun,1,1,2022-09-11,27-251,PHI,@,DET,W 38-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,60,20.0,0,75.0,15.0,3,75.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,71,92.2,0,0.0,2,6.5,TE,GoedDa00
109,KhaDarel Hodge,26.7,0,0,3,0,0,Sun,1,1,2022-09-11,27-251,ATL,,NOR,L 26-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,38,12.7,0,100.0,12.7,1,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,20,26.7,0,0.0,20,62.5,WR,HodgKh00
110,Corey Davis,67.9,0,0,10,0,0,Sun,1,1,2022-09-11,27-243,NYJ,,BAL,L 9-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,77,12.8,0,60.0,7.7,5,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,57,67.9,0,0.0,0,0.0,WR,DaviCo03
111,Leonard Fournette,75.8,0,21,2,0,0,Sun,1,1,2022-09-11,27-236,TAM,@,DAL,W 19-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,21,127,6.0,0,6,57.1,2,2,10,5.0,0,100.0,5.0,0,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,47,75.8,0,0.0,0,0.0,RB,FourLe00
112,Ross Dwelley,27.9,0,0,2,0,0,Sun,1,1,2022-09-11,27-228,SFO,@,CHI,L 10-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,11,11.0,0,50.0,5.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,19,27.9,0,0.0,19,79.2,TE,DwelRo00
113,Josh Reynolds,79.7,0,0,3,0,0,Sun,1,1,2022-09-11,27-207,DET,,PHI,L 35-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,28,28.0,0,33.3,9.3,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,55,79.7,0,0.0,0,0.0,WR,ReynJo00
114,Sony Michel,23.9,0,7,0,0,0,Sun,1,1,2022-09-11,27-206,LAC,,LVR,W 24-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,7,12,1.7,0,1,28.6,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,23.9,0,0.0,0,0.0,RB,MichSo00
115,Anthony Firkser,4.0,0,0,2,0,0,Sun,1,1,2022-09-11,27-204,ATL,,NOR,L 26-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,1,6,6.0,0,50.0,3.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,4.0,0,0.0,0,0.0,FB,FirkAn00
116,Dontrell Hilliard,18.5,0,2,4,0,0,Sun,1,1,2022-09-11,27-197,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,8,4.0,0,0,100.0,4,3,61,20.3,2,75.0,15.3,3,75.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,12,18.5,0,0.0,5,17.9,RB,HillDo00
117,Matt Breida,21.7,0,5,0,0,0,Sun,1,1,2022-09-11,27-195,NYG,@,TEN,W 21-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,24,4.8,0,1,60.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,21.7,0,0.0,19,67.9,RB,BreiMa00
118,Zay Jones,82.9,0,0,9,0,0,Sun,1,1,2022-09-11,27-165,JAX,@,WAS,L 22-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,65,10.8,0,66.7,7.2,4,55.6,0,0,0,,0,0,,0,0,0,0,0,0,0,0,58,82.9,0,0.0,0,0.0,WR,JoneZa00
119,Jamal Agnew,10.0,0,1,1,0,0,Sun,1,1,2022-09-11,27-161,JAX,@,WAS,L 22-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,6,6.0,0,1,100.0,1,1,6,6.0,0,100.0,6.0,0,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,7,10.0,0,0.0,8,33.3,WR,AgneJa00
120,Jamaal Williams,33.3,0,11,2,0,0,Sun,1,1,2022-09-11,27-161,DET,,PHI,L 35-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,11,28,2.5,2,3,63.6,2,1,2,2.0,0,50.0,1.0,0,0.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,23,33.3,0,0.0,0,0.0,RB,WillJa06
121,Justin Watson,22.9,0,0,1,0,0,Sun,1,1,2022-09-11,27-160,KAN,@,ARI,W 44-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,22.9,0,0.0,9,33.3,WR,WatsJu01
122,Isaiah McKenzie,44.1,0,0,3,0,0,Thu,1,1,2022-09-08,27-152,BUF,@,LAR,W 31-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,19,9.5,1,66.7,6.3,2,66.7,1,0,0,,0,0,,0,0,6,0,0,0,0,0,26,44.1,0,0.0,2,10.5,WR,McKeIs00
123,Baker Mayfield,100.0,27,5,0,0,4,Sun,1,1,2022-09-11,27-150,CAR,,CLE,L 24-26,16,27,11,59.3,235,1,1,0,3.7,3.7,84.6,4,28,12.90,8.7,7.78,5.87,14.7,35.5,5,6,1.2,1,2,20.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,4,4,2,0,0,53,100.0,0,0.0,0,0.0,QB,MayfBa00
124,Boston Scott,18.2,0,4,0,0,0,Sun,1,1,2022-09-11,27-137,PHI,@,DET,W 38-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,10,2.5,1,1,50.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,14,18.2,0,0.0,7,22.6,RB,ScotBo02
125,James Conner,72.3,0,10,6,0,1,Sun,1,1,2022-09-11,27-129,ARI,,KAN,L 21-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,10,26,2.6,1,3,50.0,6,5,29,5.8,0,83.3,4.8,3,66.7,1,0,0,,0,0,,0,0,6,1,1,0,0,0,47,72.3,0,0.0,0,0.0,RB,ConnJa00
126,Austin Ekeler,49.3,0,14,4,0,0,Sun,1,1,2022-09-11,27-117,LAC,,LVR,W 24-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,36,2.6,0,0,28.6,4,4,36,9.0,0,100.0,9.0,3,75.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,33,49.3,0,0.0,0,0.0,RB,EkelAu00
127,Parker Hesse,64.0,0,0,2,0,0,Sun,1,1,2022-09-11,27-108,ATL,,NOR,L 26-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,5,5.0,0,50.0,2.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,48,64.0,0,0.0,13,40.6,TE,HessPa00
128,Mike Boone,4.5,0,0,1,0,0,Mon,1,1,2022-09-12,27-074,DEN,@,SEA,L 16-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,2,2.0,0,100.0,2.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,4.5,0,0.0,6,31.6,RB,BoonMi00
129,Ezekiel Elliott,58.0,0,10,2,0,0,Sun,1,1,2022-09-11,27-051,DAL,,TAM,L 3-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,10,52,5.2,0,3,60.0,2,1,-3,-3.0,0,50.0,-1.5,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,58.0,0,0.0,0,0.0,RB,ElliEz00
130,Alvin Kamara,62.3,0,9,4,0,0,Sun,1,1,2022-09-11,27-048,NOR,@,ATL,W 27-26,0,0,0,,0,0,0,0,,,,0,0,,,,,,,9,39,4.3,0,1,44.4,4,3,7,2.3,0,75.0,1.8,1,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,38,62.3,0,0.0,0,0.0,RB,KamaAl00
131,Tyler Conklin,91.7,0,0,7,0,1,Sun,1,1,2022-09-11,27-043,NYJ,,BAL,L 9-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,16,4.0,1,57.1,2.3,1,28.6,1,0,0,,0,0,,0,0,6,1,0,0,0,0,77,91.7,0,0.0,3,11.1,TE,ConkTy00
